Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-05-29 17:12:22.596329,548.0021,11510,11097,23280,27204
2018-05-29 17:12:24.596330,550.0021,4190,15325,16911,31714
2018-05-29 17:12:26.596329,552.0021,16808,3966,2651,21437
2018-05-29 17:12:28.596327,554.0021,18020,27248,3218,989
2018-05-29 17:12:30.596332,556.0022,5216,20133,31030,27311
2018-05-29 17:12:32.596336,558.0021,17949,19144,8436,12209
2018-05-29 17:12:34.596334,560.0021,21364,25867,23975,28021
2018-05-29 17:12:36.596335,562.0021,4061,9637,1455,24151
2018-05-29 17:12:38.596332,564.0021,27049,1972,11531,17344
2018-05-29 17:12:40.596326,566.0021,28007,21460,32019,8196
2018-05-29 17:12:42.596332,568.0021,22573,23981,1171,26144
2018-05-29 17:12:44.596335,570.0021,3626,8768,19585,3649
2018-05-29 17:12:46.596334,572.0021,23554,435,12004,17888
2018-05-29 17:12:48.596327,574.0021,9435,17213,27706,24774
2018-05-29 17:12:50.596325,576.0021,30155,23081,19107,28984
2018-05-29 17:12:52.596325,578.0021,9291,8466,8443,22058
2018-05-29 17:12:54.596341,580.0022,18092,7995,24725,13003
2018-05-29 17:12:56.596348,582.0022,16679,30640,10012,21094
2018-05-29 17:12:58.596356,584.0022,18803,23727,14199,24467
2018-05-29 17:13:00.596356,586.0022,22257,13713,7581,6702
2018-05-29 17:13:02.596332,588.0021,7183,8741,23354,22079
2018-05-29 17:13:04.596325,590.0021,15598,30145,15705,20407
2018-05-29 17:13:06.596330,592.0021,8378,11544,12554,26535
2018-05-29 17:13:08.596365,594.0022,22979,27581,19034,5511
2018-05-29 17:13:10.596329,596.0021,11757,15573,26183,10099
2018-05-29 17:13:12.596327,598.0021,21623,15094,17654,3750
2018-05-29 17:13:14.596342,600.0022,668,28497,20579,1107
2018-05-29 17:13:16.596341,602.0022,2621,5098,12616,20875
2018-05-29 17:13:18.596341,604.0021,20631,23279,4955,30646
2018-05-29 17:13:20.595427,606.0012,21693,5620,26596,16667
2018-05-29 17:13:22.596336,608.0021,18519,13794,14650,31199
2018-05-29 17:13:24.596340,610.0021,3504,32750,13391,9854
2018-05-29 17:13:26.596341,612.0021,20774,6831,11629,12738
2018-05-29 17:13:28.596343,614.0021,31492,16781,26269,13608
2018-05-29 17:13:30.596336,616.0021,19134,4837,30849,2045
2018-05-29 17:13:32.596332,618.0021,8608,5575,20706,29673
2018-05-29 17:13:34.596323,620.0021,9899,26731,98,16245
2018-05-29 17:13:36.596321,622.0021,29504,30674,16498,22077
2018-05-29 17:13:38.596339,624.0021,1841,24087,16060,11559
2018-05-29 17:13:40.596337,626.0021,19511,9233,15156,28049
2018-05-29 17:13:42.594733,628.0005,3006,24485,18630,397
2018-05-29 17:13:44.596330,630.0021,12034,4355,15400,11611
2018-05-29 17:13:46.596342,632.0022,5773,8757,17056,11007
2018-05-29 17:13:48.596332,634.0021,17478,21583,23728,16968
2018-05-29 17:13:50.596335,636.0021,21368,14156,29931,22247
2018-05-29 17:13:52.596328,638.0021,25206,11751,4987,2762
2018-05-29 17:13:54.596328,640.0021,11084,27161,23243,10098
2018-05-29 17:13:56.595724,642.0015,20317,27898,6161,6511
2018-05-29 17:13:58.596327,644.0021,23580,503,5771,10996
2018-05-29 17:14:00.596325,646.0021,22062,26345,18004,26660
2018-05-29 17:14:02.596327,648.0021,17837,21149,26770,9530
2018-05-29 17:14:04.596328,650.0021,20605,26035,8173,28192
2018-05-29 17:14:06.596334,652.0021,18367,15679,16068,32427
2018-05-29 17:14:08.596341,654.0022,22161,2069,15836,417
2018-05-29 17:14:10.596334,656.0021,19317,14114,4837,1732
2018-05-29 17:14:12.596331,658.0021,23128,4165,15301,30938
2018-05-29 17:14:14.596330,660.0021,12661,28569,30609,32042
2018-05-29 17:14:16.596330,662.0021,29964,30067,28054,14687
2018-05-29 17:14:18.596340,664.0021,1942,27385,14739,30863
2018-05-29 17:14:20.596331,666.0021,3835,12863,28174,797
2018-05-29 17:14:22.596342,668.0022,3,9759,8555,14842
2018-05-29 17:14:24.596340,670.0022,23910,6506,18243,17009
2018-05-29 17:14:26.596333,672.0021,21712,24292,25240,9294
2018-05-29 17:14:28.596333,674.0021,23339,10619,27904,3982
2018-05-29 17:14:30.596335,676.0021,833,20600,30188,20400
2018-05-29 17:14:32.596336,678.0021,9356,3574,18615,10597
2018-05-29 17:14:34.596334,680.0021,8571,14264,20555,3526
2018-05-29 17:14:36.596341,682.0022,8878,22383,24569,12604
2018-05-29 17:14:38.596364,684.0022,32349,3801,6611,11366
2018-05-29 17:14:40.596328,686.0021,18844,4299,4341,6089
2018-05-29 17:14:42.596329,688.0021,21047,2093,2577,4906
2018-05-29 17:14:44.596330,690.0021,24620,7232,31266,20618
2018-05-29 17:14:46.596331,692.0021,10900,13000,4173,4316
2018-05-29 17:14:48.596322,694.0021,28801,20528,19473,30728
2018-05-29 17:14:50.596334,696.0021,5039,1139,10404,3319
2018-05-29 17:14:52.596326,698.0021,29221,11071,29112,30025
2018-05-29 17:14:54.596330,700.0021,4509,19323,16375,3317
2018-05-29 17:14:56.596323,702.0021,19025,25842,28009,13763
2018-05-29 17:14:58.596324,704.0021,20499,4690,25139,10940
2018-05-29 17:15:00.596328,706.0021,14755,16056,10877,8225
2018-05-29 17:15:02.596323,708.0021,4341,13056,383,30976
2018-05-29 17:15:04.596332,710.0021,4066,13193,2522,12429
2018-05-29 17:15:06.596324,712.0021,648,22280,21893,3922
