Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-06-07 14:32:12:852207,14.1011,28450,8842,14777,20587
2018-06-07 14:32:12:951763,14.2007,20346,2474,15715,17202
2018-06-07 14:32:13:052027,14.3008,3809,22292,27455,20465
2018-06-07 14:32:13:152553,14.4015,14361,31030,24599,13449
2018-06-07 14:32:13:251900,14.5008,1165,18588,24623,25556
2018-06-07 14:32:13:351693,14.6006,31393,16932,8450,23892
2018-06-07 14:32:13:452667,14.7016,13495,17752,20714,2651
2018-06-07 14:32:13:552683,14.8016,26703,8505,17831,2226
2018-06-07 14:32:13:652385,14.9013,28779,25761,29921,18394
2018-06-07 14:32:13:752575,15.0016,7960,32066,26600,26535
2018-06-07 14:32:13:852045,15.1012,19286,30826,11468,30912
2018-06-07 14:32:13:952354,15.2014,20180,8356,28219,14138
2018-06-07 14:32:14:052368,15.3013,17790,28266,22808,12141
2018-06-07 14:32:14:152630,15.4014,6846,27053,29802,19904
2018-06-07 14:32:14:252974,15.5018,3528,7139,1210,3719
2018-06-07 14:32:14:351960,15.6009,21693,27959,25834,24767
2018-06-07 14:32:14:452976,15.702,21300,7193,21091,2365
2018-06-07 14:32:14:552240,15.8012,30103,5962,22661,6281
2018-06-07 14:32:14:652765,15.9017,2178,16721,16948,8161
2018-06-07 14:32:14:752065,16.001,26258,21681,27608,16712
2018-06-07 14:32:14:852256,16.1012,30137,10527,30387,25580
2018-06-07 14:32:14:951497,16.2004,11454,29602,12979,11843
2018-06-07 14:32:15:052156,16.301,31382,32696,17261,12160
2018-06-07 14:32:15:151829,16.4008,14543,25777,18228,17916
2018-06-07 14:32:15:252392,16.5014,3484,11681,7471,2361
2018-06-07 14:32:15:352843,16.6018,25622,31667,4714,3395
2018-06-07 14:32:15:452173,16.7011,28546,18451,3672,21003
2018-06-07 14:32:15:552577,16.8016,14611,29914,25878,25641
2018-06-07 14:32:15:651855,16.9008,24079,30783,28781,11554
2018-06-07 14:32:15:752140,17.0009,9047,22353,27892,20158
2018-06-07 14:32:15:852154,17.101,17433,927,26417,25646
2018-06-07 14:32:15:951418,17.2004,1295,30673,13519,5759
2018-06-07 14:32:16:052326,17.3013,30103,31730,13211,14231
2018-06-07 14:32:16:152698,17.4016,31236,27057,28930,12289
2018-06-07 14:32:16:252136,17.5011,24608,20890,19560,2679
2018-06-07 14:32:16:351635,17.6006,6433,28619,12219,16506
2018-06-07 14:32:16:451382,17.7003,5559,5786,22139,31873
2018-06-07 14:32:16:552440,17.8015,32498,8085,24140,20470
2018-06-07 14:32:16:652122,17.9011,7375,12963,25758,1364
2018-06-07 14:32:16:752329,18.0013,28194,27692,30429,3774
2018-06-07 14:32:16:852079,18.101,14157,29605,28838,19866
2018-06-07 14:32:16:952798,18.2018,23892,10002,13292,23405
2018-06-07 14:32:17:052048,18.3008,622,23977,31330,24381
2018-06-07 14:32:17:152552,18.4014,19743,11568,14092,28480
2018-06-07 14:32:17:252067,18.5009,28668,30157,31259,26909
2018-06-07 14:32:17:351862,18.6008,13838,1770,27109,12791
2018-06-07 14:32:17:452244,18.7012,9871,26891,10355,17205
2018-06-07 14:32:17:552549,18.8015,30202,31495,24141,10588
2018-06-07 14:32:17:652138,18.9011,21204,961,23679,19278
2018-06-07 14:32:17:752082,19.001,13266,2167,8996,27161
2018-06-07 14:32:17:852323,19.1013,19971,22547,22104,14734
2018-06-07 14:32:17:952390,19.2014,7767,30262,6532,18713
2018-06-07 14:32:18:051673,19.3007,30112,27700,13399,19708
2018-06-07 14:32:18:152784,19.4018,6714,18108,1722,16908
2018-06-07 14:32:18:252110,19.5011,19003,4686,31984,7515
2018-06-07 14:32:18:352856,19.6018,6735,27215,20589,23745
2018-06-07 14:32:18:452389,19.7012,11258,15069,15295,27998
2018-06-07 14:32:18:552655,19.8016,17834,13715,14280,10825
2018-06-07 14:32:18:651916,19.9007,13771,10788,31682,16714
2018-06-07 14:32:18:752745,20.0017,26196,29803,30537,13069
2018-06-07 14:32:18:852484,20.1014,19175,31648,23417,30152
2018-06-07 14:32:18:951740,20.2007,13170,2287,17507,28904
2018-06-07 14:32:19:051965,20.301,20898,3020,5628,22877
2018-06-07 14:32:19:152467,20.4014,1536,32665,29704,2189
2018-06-07 14:32:19:251373,20.5003,24996,1530,30169,22062
2018-06-07 14:32:19:352892,20.6019,17155,234,27606,27248
2018-06-07 14:32:19:452355,20.7012,24112,6705,10122,27425
2018-06-07 14:32:19:552310,20.8012,11264,12246,6066,22889
2018-06-07 14:32:19:652388,20.9014,20332,7266,23566,27994
2018-06-07 14:32:19:752786,21.0018,14217,863,8435,25987
2018-06-07 14:32:19:852713,21.1017,2300,7955,8380,13750
2018-06-07 14:32:19:952675,21.2016,18172,24693,24872,16845
2018-06-07 14:32:20:052297,21.3013,17014,31739,14513,5778
2018-06-07 14:32:20:151530,21.4003,19259,10055,16760,22277
2018-06-07 14:32:20:252038,21.5008,30650,16380,25423,29050
2018-06-07 14:32:20:352337,21.6013,5621,1127,2254,19958
2018-06-07 14:32:20:452908,21.702,9462,7293,12989,32591
2018-06-07 14:32:20:552567,21.8016,25378,28558,12229,28760
2018-06-07 14:32:20:651856,21.9006,19839,28375,15611,14316
2018-06-07 14:32:20:752243,22.0012,22532,23183,7396,21194
2018-06-07 14:32:20:851717,22.1007,19807,181,12005,7161
2018-06-07 14:32:20:952716,22.2017,10694,32606,15957,24609
2018-06-07 14:32:21:052321,22.3012,30902,31629,17822,32201
2018-06-07 14:32:21:152206,22.4012,16802,1642,18188,6491
2018-06-07 14:32:21:252041,22.501,2907,2045,13479,14881
2018-06-07 14:32:21:352086,22.601,7877,99,21574,2954
2018-06-07 14:32:21:452117,22.701,18802,23141,1620,16799
2018-06-07 14:32:21:552828,22.8019,11096,16395,10099,15704
2018-06-07 14:32:21:653036,22.9019,2533,8481,26113,23597
2018-06-07 14:32:21:751329,23.0001,7837,22669,19810,2627
2018-06-07 14:32:21:851669,23.1006,25024,29732,1335,27783
2018-06-07 14:32:21:951598,23.2006,21825,11506,20584,12026
2018-06-07 14:32:22:053401,23.3026,15901,19427,9265,19602
2018-06-07 14:32:22:151493,23.4005,22702,26326,13404,31781
2018-06-07 14:32:22:252241,23.5012,22294,25748,1564,22872
2018-06-07 14:32:22:352312,23.6015,16981,17129,15683,23464
2018-06-07 14:32:22:452311,23.7016,1240,22055,8553,24116
2018-06-07 14:32:22:552345,23.8014,6818,10895,24919,3492
2018-06-07 14:32:22:652570,23.9015,20607,27391,11028,28808
2018-06-07 14:32:22:752188,24.0012,367,17918,14958,6443
2018-06-07 14:32:22:851560,24.1004,24334,23611,17613,3270
2018-06-07 14:32:22:951662,24.2006,29329,19157,7793,21079
2018-06-07 14:32:23:052858,24.3018,28426,14609,12211,22627
2018-06-07 14:32:23:152122,24.401,10416,26993,29525,5549
2018-06-07 14:32:23:251641,24.5004,26350,16028,6434,1192
2018-06-07 14:32:23:351877,24.6008,20650,23385,25661,23917
2018-06-07 14:32:23:452152,24.7012,8355,17942,14140,14218
2018-06-07 14:32:23:551804,24.8008,29030,2966,2794,3541
2018-06-07 14:32:23:652039,24.9009,14806,12983,11312,22251
2018-06-07 14:32:23:752984,25.0019,6134,20680,28378,21709
2018-06-07 14:32:23:853082,25.1019,6089,28942,27022,20111
2018-06-07 14:32:23:952290,25.2011,10221,25461,2473,31749
2018-06-07 14:32:24:052105,25.3011,8518,22227,14691,4618
2018-06-07 14:32:24:152279,25.4012,6284,12283,20437,9970
2018-06-07 14:32:24:252201,25.5012,10990,12071,7272,26956
2018-06-07 14:32:24:352821,25.6018,11152,16369,25063,17068
2018-06-07 14:32:24:452588,25.7016,19325,15896,24341,24653
2018-06-07 14:32:24:551898,25.8009,7219,16882,21032,14015
2018-06-07 14:32:24:652084,25.9011,30068,20893,22888,13935
2018-06-07 14:32:24:752349,26.0012,22868,15273,8064,9068
2018-06-07 14:32:24:852616,26.1014,9895,25399,1089,8047
2018-06-07 14:32:24:952625,26.2015,13544,3552,11921,15511
2018-06-07 14:32:25:052126,26.3011,18016,13176,27400,15722
2018-06-07 14:32:25:152461,26.4014,21354,19587,25718,19633
2018-06-07 14:32:25:251979,26.5009,13232,5143,12475,3317
2018-06-07 14:32:25:352438,26.6014,32556,397,28000,2470
2018-06-07 14:32:25:451676,26.7007,12142,12905,28542,27559
2018-06-07 14:32:25:552049,26.8011,20213,21050,20377,2687
2018-06-07 14:32:25:652220,26.9011,1866,21581,22985,25465
2018-06-07 14:32:25:752439,27.0015,26692,31477,31574,4866
2018-06-07 14:32:25:852275,27.1012,16051,32678,8203,18150
2018-06-07 14:32:25:952047,27.201,26593,228,11033,14920
2018-06-07 14:32:26:052248,27.3011,17150,24487,12386,11377
2018-06-07 14:32:26:152306,27.4012,118,15790,19560,8784
2018-06-07 14:32:26:251811,27.5007,21452,15451,4095,27917
2018-06-07 14:32:26:352079,27.6009,5296,19959,30532,16914
2018-06-07 14:32:26:452344,27.7012,23640,25936,4836,17057
2018-06-07 14:32:26:552060,27.8009,3746,20361,16967,17087
2018-06-07 14:32:26:652172,27.9012,26264,16127,7101,233
2018-06-07 14:32:26:752239,28.0012,29726,8487,24751,4539
2018-06-07 14:32:26:852837,28.1018,8263,5461,29990,28404
2018-06-07 14:32:26:952214,28.2012,5141,24448,19457,7641
2018-06-07 14:32:27:052868,28.3019,31870,2552,13672,31275
2018-06-07 14:32:27:151856,28.4006,9744,4610,30482,23638
2018-06-07 14:32:27:252954,28.5018,28568,6050,24490,9917
2018-06-07 14:32:27:351956,28.6009,4284,31182,7201,19549
2018-06-07 14:32:27:452289,28.7012,4268,3011,30335,23249
2018-06-07 14:32:27:552587,28.8018,5089,27210,3111,26131
2018-06-07 14:32:27:652548,28.9015,32247,30012,26913,24858
2018-06-07 14:32:27:752307,29.0013,16352,25724,23368,14141
2018-06-07 14:32:27:852330,29.1013,25203,21616,14944,15403
2018-06-07 14:32:27:952625,29.2014,6702,8979,15059,4831
2018-06-07 14:32:28:051861,29.3007,6704,26820,15072,25865
2018-06-07 14:32:28:152000,29.401,23160,4300,10201,19199
2018-06-07 14:32:28:252278,29.5013,1838,14718,10970,23151
2018-06-07 14:32:28:351863,29.6007,21693,22932,4181,17171
2018-06-07 14:32:28:452421,29.7014,2686,10852,6941,17942
2018-06-07 14:32:28:552572,29.8017,1425,27336,9478,30673
2018-06-07 14:32:28:652829,29.9018,32243,2005,16538,15896
2018-06-07 14:32:28:751931,30.0009,4888,17176,18968,22340
2018-06-07 14:32:28:852701,30.1016,26504,32016,1615,15140
2018-06-07 14:32:28:952165,30.2011,23426,10105,24557,29256
2018-06-07 14:32:29:052022,30.3009,32736,24894,19116,22523
2018-06-07 14:32:29:152635,30.4015,30322,22567,7057,21413
2018-06-07 14:32:29:251524,30.5036,25502,29221,26208,14821
2018-06-07 14:32:29:352793,30.6016,5947,28206,26719,6488
2018-06-07 14:32:29:452056,30.7008,32092,27758,21561,22104
2018-06-07 14:32:29:552314,30.8012,1739,24397,27823,8988
2018-06-07 14:32:29:651736,30.9009,12613,24390,21377,10776
2018-06-07 14:32:29:752871,31.0019,6906,16459,21345,20943
2018-06-07 14:32:29:852240,31.1012,5385,29452,14478,673
2018-06-07 14:32:29:952433,31.2015,18898,7700,25424,25408
2018-06-07 14:32:30:052182,31.3013,14671,14594,2474,5937
2018-06-07 14:32:30:151615,31.4006,10860,11510,15285,6529
2018-06-07 14:32:30:252763,31.5018,8298,9649,28754,20649
2018-06-07 14:32:30:352388,31.6017,29058,16549,26685,22164
2018-06-07 14:32:30:462239,31.7113,18078,1039,3069,27820
2018-06-07 14:32:30:552479,31.8013,20295,19648,24612,3960
2018-06-07 14:32:30:652746,31.9015,10054,11169,29597,14051
2018-06-07 14:32:30:752114,32.0009,6964,9981,4184,22420
2018-06-07 14:32:30:852815,32.1018,24807,12764,22886,10950
2018-06-07 14:32:30:951485,32.2005,8852,8836,22096,13130
2018-06-07 14:32:31:052768,32.3025,15701,14365,17599,22521
2018-06-07 14:32:31:152354,32.4012,8158,24625,29134,19174
2018-06-07 14:32:31:252241,32.5012,20139,12522,2438,7401
2018-06-07 14:32:31:357524,32.6081,22927,31951,28152,11710
2018-06-07 14:32:31:452900,32.7017,11947,20212,23468,2464
2018-06-07 14:32:31:552352,32.8012,1415,30656,2285,5794
2018-06-07 14:32:31:652423,32.9012,5167,22599,3230,19767
2018-06-07 14:32:31:752169,33.0011,8418,29424,14015,2710
2018-06-07 14:32:31:852545,33.1014,22878,27381,14266,4082
2018-06-07 14:32:31:951847,33.2007,7528,21631,6840,11360
2018-06-07 14:32:32:053147,33.302,31394,8936,964,20109
2018-06-07 14:32:32:152382,33.4012,10829,16184,11915,7242
2018-06-07 14:32:32:252646,33.5019,5046,6581,4094,7243
2018-06-07 14:32:32:352542,33.6015,3267,17359,3307,8173
2018-06-07 14:32:32:452527,33.7015,5367,8439,562,21175
2018-06-07 14:32:32:552912,33.8019,29012,26678,21676,6090
2018-06-07 14:32:32:652479,33.9013,11304,10530,18844,29587
2018-06-07 14:32:32:752914,34.0017,9790,14278,30121,5179
2018-06-07 14:32:32:852281,34.1011,24398,23986,9255,22134
2018-06-07 14:32:32:952496,34.2015,4753,14308,13317,4199
2018-06-07 14:32:33:052110,34.3011,28925,23277,27746,639
2018-06-07 14:32:33:151624,34.4005,20126,23060,32373,3159
2018-06-07 14:32:33:252455,34.5014,10401,23799,25604,6220
2018-06-07 14:32:33:352717,34.6016,5865,29892,29719,655
2018-06-07 14:32:33:452056,34.7011,29967,16706,17145,13712
2018-06-07 14:32:33:554529,34.8111,3348,14147,8272,30628
2018-06-07 14:32:33:651787,34.9006,11330,11485,24652,23952
2018-06-07 14:32:33:752053,35.0008,27233,27728,19025,28270
2018-06-07 14:32:33:852190,35.1011,30582,29996,12918,26774
2018-06-07 14:32:33:952449,35.2014,10079,23643,3471,29581
2018-06-07 14:32:34:052722,35.3017,25509,15798,14659,32141
2018-06-07 14:32:34:152199,35.4012,24591,15325,23031,20841
2018-06-07 14:32:34:252104,35.501,3534,7371,30417,3848
2018-06-07 14:32:34:352515,35.6014,22681,10071,27539,18056
2018-06-07 14:32:34:452563,35.7015,31138,32649,25462,8889
2018-06-07 14:32:34:558846,35.8126,17885,6788,20602,31202
2018-06-07 14:32:34:652201,35.901,25661,21429,18297,22305
2018-06-07 14:32:34:751888,36.0009,17144,12087,4021,23339
2018-06-07 14:32:34:852257,36.1012,2776,1055,18366,31331
2018-06-07 14:32:34:952514,36.2014,2656,17261,7374,14344
2018-06-07 14:32:35:052777,36.3016,6886,1624,24577,31999
2018-06-07 14:32:35:153043,36.4019,8345,28422,14924,9289
2018-06-07 14:32:35:252265,36.501,8849,466,14469,18012
2018-06-07 14:32:35:352167,36.6012,10001,28429,437,14430
2018-06-07 14:32:35:451880,36.7009,16783,24018,9702,7933
2018-06-07 14:32:35:551672,36.8005,25575,9878,2228,25482
2018-06-07 14:32:35:652406,36.9013,18291,753,4213,25869
2018-06-07 14:32:35:752063,37.0009,6156,32760,22625,11926
2018-06-07 14:32:35:852253,37.101,11748,10649,2978,970
2018-06-07 14:32:35:951689,37.2005,3759,28256,30094,14677
2018-06-07 14:32:36:052289,37.3012,22375,12959,24625,8151
2018-06-07 14:32:36:151406,37.4004,187,5788,7168,29661
2018-06-07 14:32:36:252671,37.5015,31882,28679,11612,25033
2018-06-07 14:32:36:352284,37.6013,23273,4957,17862,16954
2018-06-07 14:32:36:452576,37.7014,19403,28593,4079,24941
2018-06-07 14:32:36:551813,37.8006,12911,32658,80,11467
2018-06-07 14:32:36:653082,37.9019,199,5615,13746,9387
2018-06-07 14:32:36:751388,38.0003,2790,9330,1676,1510
2018-06-07 14:32:36:852772,38.1018,30887,11973,14347,10860
2018-06-07 14:32:36:952198,38.2012,17088,19007,22284,16218
2018-06-07 14:32:37:052187,38.3012,26549,29804,30196,20080
2018-06-07 14:32:37:152456,38.4013,3953,12950,10470,30910
2018-06-07 14:32:37:252127,38.5011,11356,1126,8883,2737
2018-06-07 14:32:37:352475,38.6015,1261,15802,11777,24939
2018-06-07 14:32:37:452930,38.7019,22286,27779,10222,22957
2018-06-07 14:32:37:552592,38.8016,6134,5788,15912,8781
2018-06-07 14:32:37:651871,38.9007,1754,150,20799,17823
2018-06-07 14:32:37:752110,39.0009,27309,17532,15338,15772
2018-06-07 14:32:37:852377,39.1012,16046,10144,24763,17527
2018-06-07 14:32:37:951979,39.201,216,4671,15248,2599
2018-06-07 14:32:38:052245,39.301,22935,14761,27909,25702
2018-06-07 14:32:38:151540,39.4003,7346,24070,13368,7326
2018-06-07 14:32:38:252755,39.5018,19805,28979,23769,23063
2018-06-07 14:32:38:351806,39.6007,23518,17647,7598,1236
2018-06-07 14:32:38:451631,39.7011,8407,17870,1294,28675
2018-06-07 14:32:38:553046,39.8018,13590,14414,17943,7242
2018-06-07 14:32:38:652324,39.9013,13560,6834,8063,17415
2018-06-07 14:32:38:752485,40.0014,29727,30200,14216,5582
2018-06-07 14:32:38:853096,40.1023,4772,22275,12092,24343
2018-06-07 14:32:38:952306,40.2012,4861,13185,10569,22525
2018-06-07 14:32:39:051655,40.3005,21276,17336,13290,31956
2018-06-07 14:32:39:152252,40.4012,22098,15577,1781,9190
2018-06-07 14:32:39:252596,40.5015,4553,13834,5627,8903
2018-06-07 14:32:39:352189,40.6012,6707,2139,5338,25047
2018-06-07 14:32:39:451970,40.7011,32092,31255,5223,16270
2018-06-07 14:32:39:552235,40.8012,25050,20530,1752,4653
2018-06-07 14:32:39:652513,40.9015,22677,22442,9430,19673
2018-06-07 14:32:39:752768,41.0016,17495,24103,15718,30054
2018-06-07 14:32:39:852076,41.101,16775,22586,22501,22105
2018-06-07 14:32:39:952247,41.2012,24699,6934,23147,6084
2018-06-07 14:32:40:052543,41.3013,8421,15723,29493,23652
2018-06-07 14:32:40:152606,41.4016,6892,10087,17922,7268
2018-06-07 14:32:40:252481,41.5014,15364,25848,2924,2080
2018-06-07 14:32:40:353123,41.6021,8546,13764,9118,11212
2018-06-07 14:32:40:451825,41.7008,22728,25204,10468,31599
2018-06-07 14:32:40:552124,41.8011,4467,6930,12032,10187
2018-06-07 14:32:40:652994,41.9022,6423,10934,26015,27204
2018-06-07 14:32:40:752255,42.0012,3584,14719,31049,15238
2018-06-07 14:32:40:852046,42.101,9386,31295,26000,22966
2018-06-07 14:32:40:951887,42.2009,5214,10621,29546,28148
2018-06-07 14:32:41:052148,42.301,16092,11106,5053,28168
